contract_id,proposal_id,customer_id,installment_number,due_date,amount_due
CT0000061,PR000105,C00353,21,2026-01-09,1206.26
CT0000061,PR000105,C00353,22,2026-02-09,1206.26
CT0000061,PR000105,C00353,23,2026-03-09,1206.26
CT0000061,PR000105,C00353,24,2026-04-09,1206.26
CT0000061,PR000105,C00353,25,2026-05-09,1206.26
CT0000061,PR000105,C00353,26,2026-06-09,1206.26
CT0000061,PR000105,C00353,27,2026-07-09,1206.26
CT0000061,PR000105,C00353,28,2026-08-09,1206.26
CT0000061,PR000105,C00353,29,2026-09-09,1206.26
CT0000061,PR000105,C00353,30,2026-10-09,1206.26
CT0000061,PR000105,C00353,31,2026-11-09,1206.26
CT0000061,PR000105,C00353,32,2026-12-09,1206.26
CT0000061,PR000105,C00353,33,2027-01-09,1206.26
CT0000061,PR000105,C00353,34,2027-02-09,1206.26
CT0000061,PR000105,C00353,35,2027-03-09,1206.26
CT0000061,PR000105,C00353,36,2027-04-09,1206.26
CT0000062,PR000106,C00413,1,2024-11-13,1226.36
CT0000062,PR000106,C00413,2,2024-12-13,1226.36
CT0000062,PR000106,C00413,3,2025-01-13,1226.36
CT0000062,PR000106,C00413,4,2025-02-13,1226.36
CT0000062,PR000106,C00413,5,2025-03-13,1226.36
CT0000062,PR000106,C00413,6,2025-04-13,1226.36
CT0000062,PR000106,C00413,7,2025-05-13,1226.36
CT0000062,PR000106,C00413,8,2025-06-13,1226.36
CT0000062,PR000106,C00413,9,2025-07-13,1226.36
CT0000062,PR000106,C00413,10,2025-08-13,1226.36
CT0000062,PR000106,C00413,11,2025-09-13,1226.36
CT0000062,PR000106,C00413,12,2025-10-13,1226.36
CT0000062,PR000106,C00413,13,2025-11-13,1226.36
CT0000062,PR000106,C00413,14,2025-12-13,1226.36
CT0000062,PR000106,C00413,15,2026-01-13,1226.36
CT0000062,PR000106,C00413,16,2026-02-13,1226.36
CT0000062,PR000106,C00413,17,2026-03-13,1226.36
CT0000062,PR000106,C00413,18,2026-04-13,1226.36
CT0000062,PR000106,C00413,19,2026-05-13,1226.36
CT0000062,PR000106,C00413,20,2026-06-13,1226.36
CT0000062,PR000106,C00413,21,2026-07-13,1226.36
CT0000062,PR000106,C00413,22,2026-08-13,1226.36
CT0000062,PR000106,C00413,23,2026-09-13,1226.36
CT0000062,PR000106,C00413,24,2026-10-13,1226.36
CT0000062,PR000106,C00413,25,2026-11-13,1226.36
CT0000062,PR000106,C00413,26,2026-12-13,1226.36
CT0000062,PR000106,C00413,27,2027-01-13,1226.36
CT0000062,PR000106,C00413,28,2027-02-13,1226.36
CT0000062,PR000106,C00413,29,2027-03-13,1226.36
CT0000062,PR000106,C00413,30,2027-04-13,1226.36
CT0000062,PR000106,C00413,31,2027-05-13,1226.36
CT0000062,PR000106,C00413,32,2027-06-13,1226.36
CT0000062,PR000106,C00413,33,2027-07-13,1226.36
CT0000062,PR000106,C00413,34,2027-08-13,1226.36
CT0000062,PR000106,C00413,35,2027-09-13,1226.36
CT0000062,PR000106,C00413,36,2027-10-13,1226.36
CT0000063,PR000107,C00371,1,2025-11-07,1005.43
CT0000063,PR000107,C00371,2,2025-12-07,1005.43
CT0000063,PR000107,C00371,3,2026-01-07,1005.43
CT0000063,PR000107,C00371,4,2026-02-07,1005.43
CT0000063,PR000107,C00371,5,2026-03-07,1005.43
CT0000063,PR000107,C00371,6,2026-04-07,1005.43
CT0000063,PR000107,C00371,7,2026-05-07,1005.43
CT0000063,PR000107,C00371,8,2026-06-07,1005.43
CT0000063,PR000107,C00371,9,2026-07-07,1005.43
CT0000063,PR000107,C00371,10,2026-08-07,1005.43
CT0000063,PR000107,C00371,11,2026-09-07,1005.43
CT0000063,PR000107,C00371,12,2026-10-07,1005.43
CT0000063,PR000107,C00371,13,2026-11-07,1005.43
CT0000063,PR000107,C00371,14,2026-12-07,1005.43
CT0000063,PR000107,C00371,15,2027-01-07,1005.43
CT0000063,PR000107,C00371,16,2027-02-07,1005.43
CT0000063,PR000107,C00371,17,2027-03-07,1005.43
CT0000063,PR000107,C00371,18,2027-04-07,1005.43
CT0000063,PR000107,C00371,19,2027-05-07,1005.43
CT0000063,PR000107,C00371,20,2027-06-07,1005.43
CT0000063,PR000107,C00371,21,2027-07-07,1005.43
CT0000063,PR000107,C00371,22,2027-08-07,1005.43
CT0000063,PR000107,C00371,23,2027-09-07,1005.43
CT0000063,PR000107,C00371,24,2027-10-07,1005.43
CT0000063,PR000107,C00371,25,2027-11-07,1005.43
CT0000063,PR000107,C00371,26,2027-12-07,1005.43
CT0000063,PR000107,C00371,27,2028-01-07,1005.43
CT0000063,PR000107,C00371,28,2028-02-07,1005.43
CT0000063,PR000107,C00371,29,2028-03-07,1005.43
CT0000063,PR000107,C00371,30,2028-04-07,1005.43
CT0000063,PR000107,C00371,31,2028-05-07,1005.43
CT0000063,PR000107,C00371,32,2028-06-07,1005.43
CT0000063,PR000107,C00371,33,2028-07-07,1005.43
CT0000063,PR000107,C00371,34,2028-08-07,1005.43
CT0000063,PR000107,C00371,35,2028-09-07,1005.43
CT0000063,PR000107,C00371,36,2028-10-07,1005.43
CT0000064,PR000108,C00435,1,2025-12-21,3924.29
CT0000064,PR000108,C00435,2,2026-01-21,3924.29
CT0000064,PR000108,C00435,3,2026-02-21,3924.29
CT0000064,PR000108,C00435,4,2026-03-21,3924.29
CT0000064,PR000108,C00435,5,2026-04-21,3924.29
CT0000064,PR000108,C00435,6,2026-05-21,3924.29
CT0000064,PR000108,C00435,7,2026-06-21,3924.29
CT0000064,PR000108,C00435,8,2026-07-21,3924.29
CT0000064,PR000108,C00435,9,2026-08-21,3924.29
CT0000064,PR000108,C00435,10,2026-09-21,3924.29
CT0000064,PR000108,C00435,11,2026-10-21,3924.29
CT0000064,PR000108,C00435,12,2026-11-21,3924.29
CT0000065,PR000110,C00358,1,2025-04-26,201.61
CT0000065,PR000110,C00358,2,2025-05-26,201.61
CT0000065,PR000110,C00358,3,2025-06-26,201.61
CT0000065,PR000110,C00358,4,2025-07-26,201.61
CT0000065,PR000110,C00358,5,2025-08-26,201.61
CT0000065,PR000110,C00358,6,2025-09-26,201.61
CT0000065,PR000110,C00358,7,2025-10-26,201.61
CT0000065,PR000110,C00358,8,2025-11-26,201.61
CT0000065,PR000110,C00358,9,2025-12-26,201.61
CT0000065,PR000110,C00358,10,2026-01-26,201.61
CT0000065,PR000110,C00358,11,2026-02-26,201.61
CT0000065,PR000110,C00358,12,2026-03-26,201.61
CT0000065,PR000110,C00358,13,2026-04-26,201.61
CT0000065,PR000110,C00358,14,2026-05-26,201.61
CT0000065,PR000110,C00358,15,2026-06-26,201.61
CT0000065,PR000110,C00358,16,2026-07-26,201.61
CT0000065,PR000110,C00358,17,2026-08-26,201.61
CT0000065,PR000110,C00358,18,2026-09-26,201.61
CT0000065,PR000110,C00358,19,2026-10-26,201.61
CT0000065,PR000110,C00358,20,2026-11-26,201.61
CT0000065,PR000110,C00358,21,2026-12-26,201.61
CT0000065,PR000110,C00358,22,2027-01-26,201.61
CT0000065,PR000110,C00358,23,2027-02-26,201.61
CT0000065,PR000110,C00358,24,2027-03-26,201.61
CT0000066,PR000111,C00359,1,2025-04-24,1563.56
CT0000066,PR000111,C00359,2,2025-05-24,1563.56
CT0000066,PR000111,C00359,3,2025-06-24,1563.56
CT0000066,PR000111,C00359,4,2025-07-24,1563.56
CT0000066,PR000111,C00359,5,2025-08-24,1563.56
CT0000066,PR000111,C00359,6,2025-09-24,1563.56
CT0000066,PR000111,C00359,7,2025-10-24,1563.56
CT0000066,PR000111,C00359,8,2025-11-24,1563.56
CT0000066,PR000111,C00359,9,2025-12-24,1563.56
CT0000066,PR000111,C00359,10,2026-01-24,1563.56
CT0000066,PR000111,C00359,11,2026-02-24,1563.56
CT0000066,PR000111,C00359,12,2026-03-24,1563.56
CT0000066,PR000111,C00359,13,2026-04-24,1563.56
CT0000066,PR000111,C00359,14,2026-05-24,1563.56
CT0000066,PR000111,C00359,15,2026-06-24,1563.56
CT0000066,PR000111,C00359,16,2026-07-24,1563.56
CT0000066,PR000111,C00359,17,2026-08-24,1563.56
CT0000066,PR000111,C00359,18,2026-09-24,1563.56
CT0000066,PR000111,C00359,19,2026-10-24,1563.56
CT0000066,PR000111,C00359,20,2026-11-24,1563.56
CT0000066,PR000111,C00359,21,2026-12-24,1563.56
CT0000066,PR000111,C00359,22,2027-01-24,1563.56
CT0000066,PR000111,C00359,23,2027-02-24,1563.56
CT0000066,PR000111,C00359,24,2027-03-24,1563.56
CT0000067,PR000112,C00120,1,2025-03-16,1367.97
CT0000067,PR000112,C00120,2,2025-04-16,1367.97
CT0000067,PR000112,C00120,3,2025-05-16,1367.97
CT0000067,PR000112,C00120,4,2025-06-16,1367.97
CT0000067,PR000112,C00120,5,2025-07-16,1367.97
CT0000067,PR000112,C00120,6,2025-08-16,1367.97
CT0000067,PR000112,C00120,7,2025-09-16,1367.97
CT0000067,PR000112,C00120,8,2025-10-16,1367.97
CT0000067,PR000112,C00120,9,2025-11-16,1367.97
CT0000067,PR000112,C00120,10,2025-12-16,1367.97
CT0000067,PR000112,C00120,11,2026-01-16,1367.97
CT0000067,PR000112,C00120,12,2026-02-16,1367.97
CT0000067,PR000112,C00120,13,2026-03-16,1367.97
CT0000067,PR000112,C00120,14,2026-04-16,1367.97
CT0000067,PR000112,C00120,15,2026-05-16,1367.97
CT0000067,PR000112,C00120,16,2026-06-16,1367.97
CT0000067,PR000112,C00120,17,2026-07-16,1367.97
CT0000067,PR000112,C00120,18,2026-08-16,1367.97
CT0000067,PR000112,C00120,19,2026-09-16,1367.97
CT0000067,PR000112,C00120,20,2026-10-16,1367.97
CT0000067,PR000112,C00120,21,2026-11-16,1367.97
CT0000067,PR000112,C00120,22,2026-12-16,1367.97
CT0000067,PR000112,C00120,23,2027-01-16,1367.97
CT0000067,PR000112,C00120,24,2027-02-16,1367.97
CT0000067,PR000112,C00120,25,2027-03-16,1367.97
CT0000067,PR000112,C00120,26,2027-04-16,1367.97
CT0000067,PR000112,C00120,27,2027-05-16,1367.97
CT0000067,PR000112,C00120,28,2027-06-16,1367.97
CT0000067,PR000112,C00120,29,2027-07-16,1367.97
CT0000067,PR000112,C00120,30,2027-08-16,1367.97
CT0000067,PR000112,C00120,31,2027-09-16,1367.97
CT0000067,PR000112,C00120,32,2027-10-16,1367.97
CT0000067,PR000112,C00120,33,2027-11-16,1367.97
CT0000067,PR000112,C00120,34,2027-12-16,1367.97
CT0000067,PR000112,C00120,35,2028-01-16,1367.97
CT0000067,PR000112,C00120,36,2028-02-16,1367.97
CT0000068,PR000113,C00403,1,2025-07-25,1691.03
CT0000068,PR000113,C00403,2,2025-08-25,1691.03
CT0000068,PR000113,C00403,3,2025-09-25,1691.03
CT0000068,PR000113,C00403,4,2025-10-25,1691.03
CT0000068,PR000113,C00403,5,2025-11-25,1691.03
CT0000068,PR000113,C00403,6,2025-12-25,1691.03
CT0000068,PR000113,C00403,7,2026-01-25,1691.03
CT0000068,PR000113,C00403,8,2026-02-25,1691.03
CT0000068,PR000113,C00403,9,2026-03-25,1691.03
CT0000068,PR000113,C00403,10,2026-04-25,1691.03
CT0000068,PR000113,C00403,11,2026-05-25,1691.03
CT0000068,PR000113,C00403,12,2026-06-25,1691.03
CT0000068,PR000113,C00403,13,2026-07-25,1691.03
CT0000068,PR000113,C00403,14,2026-08-25,1691.03
CT0000068,PR000113,C00403,15,2026-09-25,1691.03
CT0000068,PR000113,C00403,16,2026-10-25,1691.03
CT0000068,PR000113,C00403,17,2026-11-25,1691.03
CT0000068,PR000113,C00403,18,2026-12-25,1691.03
CT0000068,PR000113,C00403,19,2027-01-25,1691.03
CT0000068,PR000113,C00403,20,2027-02-25,1691.03
CT0000068,PR000113,C00403,21,2027-03-25,1691.03
CT0000068,PR000113,C00403,22,2027-04-25,1691.03
CT0000068,PR000113,C00403,23,2027-05-25,1691.03
CT0000068,PR000113,C00403,24,2027-06-25,1691.03
CT0000069,PR000114,C00251,1,2026-02-14,1010.87
CT0000069,PR000114,C00251,2,2026-03-14,1010.87
CT0000069,PR000114,C00251,3,2026-04-14,1010.87
CT0000069,PR000114,C00251,4,2026-05-14,1010.87
CT0000069,PR000114,C00251,5,2026-06-14,1010.87
CT0000069,PR000114,C00251,6,2026-07-14,1010.87
CT0000069,PR000114,C00251,7,2026-08-14,1010.87
CT0000069,PR000114,C00251,8,2026-09-14,1010.87
CT0000069,PR000114,C00251,9,2026-10-14,1010.87
CT0000069,PR000114,C00251,10,2026-11-14,1010.87
CT0000069,PR000114,C00251,11,2026-12-14,1010.87
CT0000069,PR000114,C00251,12,2027-01-14,1010.87
CT0000070,PR000115,C00472,1,2026-04-24,666.68
CT0000070,PR000115,C00472,2,2026-05-24,666.68
CT0000070,PR000115,C00472,3,2026-06-24,666.68
CT0000070,PR000115,C00472,4,2026-07-24,666.68
CT0000070,PR000115,C00472,5,2026-08-24,666.68
CT0000070,PR000115,C00472,6,2026-09-24,666.68
CT0000070,PR000115,C00472,7,2026-10-24,666.68
CT0000070,PR000115,C00472,8,2026-11-24,666.68
CT0000070,PR000115,C00472,9,2026-12-24,666.68
CT0000070,PR000115,C00472,10,2027-01-24,666.68
CT0000070,PR000115,C00472,11,2027-02-24,666.68
CT0000070,PR000115,C00472,12,2027-03-24,666.68
CT0000071,PR000116,C00312,1,2025-07-05,1138.51
CT0000071,PR000116,C00312,2,2025-08-05,1138.51
CT0000071,PR000116,C00312,3,2025-09-05,1138.51
CT0000071,PR000116,C00312,4,2025-10-05,1138.51
CT0000071,PR000116,C00312,5,2025-11-05,1138.51
CT0000071,PR000116,C00312,6,2025-12-05,1138.51
CT0000071,PR000116,C00312,7,2026-01-05,1138.51
CT0000071,PR000116,C00312,8,2026-02-05,1138.51
CT0000071,PR000116,C00312,9,2026-03-05,1138.51
CT0000071,PR000116,C00312,10,2026-04-05,1138.51
CT0000071,PR000116,C00312,11,2026-05-05,1138.51
CT0000071,PR000116,C00312,12,2026-06-05,1138.51
CT0000071,PR000116,C00312,13,2026-07-05,1138.51
CT0000071,PR000116,C00312,14,2026-08-05,1138.51
CT0000071,PR000116,C00312,15,2026-09-05,1138.51
CT0000071,PR000116,C00312,16,2026-10-05,1138.51
CT0000071,PR000116,C00312,17,2026-11-05,1138.51
CT0000071,PR000116,C00312,18,2026-12-05,1138.51
CT0000071,PR000116,C00312,19,2027-01-05,1138.51
CT0000071,PR000116,C00312,20,2027-02-05,1138.51
CT0000071,PR000116,C00312,21,2027-03-05,1138.51
CT0000071,PR000116,C00312,22,2027-04-05,1138.51
CT0000071,PR000116,C00312,23,2027-05-05,1138.51
CT0000071,PR000116,C00312,24,2027-06-05,1138.51
CT0000072,PR000117,C00179,1,2025-09-28,1059.2
CT0000072,PR000117,C00179,2,2025-10-28,1059.2
CT0000072,PR000117,C00179,3,2025-11-28,1059.2
CT0000072,PR000117,C00179,4,2025-12-28,1059.2
CT0000072,PR000117,C00179,5,2026-01-28,1059.2
CT0000072,PR000117,C00179,6,2026-02-28,1059.2
CT0000072,PR000117,C00179,7,2026-03-28,1059.2
CT0000072,PR000117,C00179,8,2026-04-28,1059.2
CT0000072,PR000117,C00179,9,2026-05-28,1059.2
CT0000072,PR000117,C00179,10,2026-06-28,1059.2
CT0000072,PR000117,C00179,11,2026-07-28,1059.2
CT0000072,PR000117,C00179,12,2026-08-28,1059.2
CT0000072,PR000117,C00179,13,2026-09-28,1059.2
CT0000072,PR000117,C00179,14,2026-10-28,1059.2
CT0000072,PR000117,C00179,15,2026-11-28,1059.2
CT0000072,PR000117,C00179,16,2026-12-28,1059.2
CT0000072,PR000117,C00179,17,2027-01-28,1059.2
CT0000072,PR000117,C00179,18,2027-02-28,1059.2
CT0000072,PR000117,C00179,19,2027-03-28,1059.2
CT0000072,PR000117,C00179,20,2027-04-28,1059.2
CT0000072,PR000117,C00179,21,2027-05-28,1059.2
CT0000072,PR000117,C00179,22,2027-06-28,1059.2
CT0000072,PR000117,C00179,23,2027-07-28,1059.2
CT0000072,PR000117,C00179,24,2027-08-28,1059.2
CT0000072,PR000117,C00179,25,2027-09-28,1059.2
CT0000072,PR000117,C00179,26,2027-10-28,1059.2
CT0000072,PR000117,C00179,27,2027-11-28,1059.2
CT0000072,PR000117,C00179,28,2027-12-28,1059.2
CT0000072,PR000117,C00179,29,2028-01-28,1059.2
CT0000072,PR000117,C00179,30,2028-02-28,1059.2
CT0000072,PR000117,C00179,31,2028-03-28,1059.2
CT0000072,PR000117,C00179,32,2028-04-28,1059.2
CT0000072,PR000117,C00179,33,2028-05-28,1059.2
CT0000072,PR000117,C00179,34,2028-06-28,1059.2
CT0000072,PR000117,C00179,35,2028-07-28,1059.2
CT0000072,PR000117,C00179,36,2028-08-28,1059.2
CT0000073,PR000118,C00299,1,2025-04-24,491.97
CT0000073,PR000118,C00299,2,2025-05-24,491.97
CT0000073,PR000118,C00299,3,2025-06-24,491.97
CT0000073,PR000118,C00299,4,2025-07-24,491.97
CT0000073,PR000118,C00299,5,2025-08-24,491.97
CT0000073,PR000118,C00299,6,2025-09-24,491.97
CT0000073,PR000118,C00299,7,2025-10-24,491.97
CT0000073,PR000118,C00299,8,2025-11-24,491.97
CT0000073,PR000118,C00299,9,2025-12-24,491.97
CT0000073,PR000118,C00299,10,2026-01-24,491.97
CT0000073,PR000118,C00299,11,2026-02-24,491.97
CT0000073,PR000118,C00299,12,2026-03-24,491.97
CT0000073,PR000118,C00299,13,2026-04-24,491.97
CT0000073,PR000118,C00299,14,2026-05-24,491.97
CT0000073,PR000118,C00299,15,2026-06-24,491.97
CT0000073,PR000118,C00299,16,2026-07-24,491.97
CT0000073,PR000118,C00299,17,2026-08-24,491.97
CT0000073,PR000118,C00299,18,2026-09-24,491.97
CT0000073,PR000118,C00299,19,2026-10-24,491.97
CT0000073,PR000118,C00299,20,2026-11-24,491.97
CT0000073,PR000118,C00299,21,2026-12-24,491.97
CT0000073,PR000118,C00299,22,2027-01-24,491.97
CT0000073,PR000118,C00299,23,2027-02-24,491.97
CT0000073,PR000118,C00299,24,2027-03-24,491.97
CT0000073,PR000118,C00299,25,2027-04-24,491.97
CT0000073,PR000118,C00299,26,2027-05-24,491.97
CT0000073,PR000118,C00299,27,2027-06-24,491.97
CT0000073,PR000118,C00299,28,2027-07-24,491.97
CT0000073,PR000118,C00299,29,2027-08-24,491.97
CT0000073,PR000118,C00299,30,2027-09-24,491.97
CT0000073,PR000118,C00299,31,2027-10-24,491.97
CT0000073,PR000118,C00299,32,2027-11-24,491.97
CT0000073,PR000118,C00299,33,2027-12-24,491.97
CT0000073,PR000118,C00299,34,2028-01-24,491.97
CT0000073,PR000118,C00299,35,2028-02-24,491.97
CT0000073,PR000118,C00299,36,2028-03-24,491.97
CT0000074,PR000119,C00307,1,2025-06-07,1335.06
CT0000074,PR000119,C00307,2,2025-07-07,1335.06
CT0000074,PR000119,C00307,3,2025-08-07,1335.06
CT0000074,PR000119,C00307,4,2025-09-07,1335.06
CT0000074,PR000119,C00307,5,2025-10-07,1335.06
CT0000074,PR000119,C00307,6,2025-11-07,1335.06
CT0000074,PR000119,C00307,7,2025-12-07,1335.06
CT0000074,PR000119,C00307,8,2026-01-07,1335.06
CT0000074,PR000119,C00307,9,2026-02-07,1335.06
CT0000074,PR000119,C00307,10,2026-03-07,1335.06
CT0000074,PR000119,C00307,11,2026-04-07,1335.06
CT0000074,PR000119,C00307,12,2026-05-07,1335.06
CT0000074,PR000119,C00307,13,2026-06-07,1335.06
CT0000074,PR000119,C00307,14,2026-07-07,1335.06
CT0000074,PR000119,C00307,15,2026-08-07,1335.06
CT0000074,PR000119,C00307,16,2026-09-07,1335.06
CT0000074,PR000119,C00307,17,2026-10-07,1335.06
CT0000074,PR000119,C00307,18,2026-11-07,1335.06
CT0000074,PR000119,C00307,19,2026-12-07,1335.06
CT0000074,PR000119,C00307,20,2027-01-07,1335.06
CT0000074,PR000119,C00307,21,2027-02-07,1335.06
CT0000074,PR000119,C00307,22,2027-03-07,1335.06
CT0000074,PR000119,C00307,23,2027-04-07,1335.06
CT0000074,PR000119,C00307,24,2027-05-07,1335.06
CT0000074,PR000119,C00307,25,2027-06-07,1335.06
CT0000074,PR000119,C00307,26,2027-07-07,1335.06
CT0000074,PR000119,C00307,27,2027-08-07,1335.06
CT0000074,PR000119,C00307,28,2027-09-07,1335.06
CT0000074,PR000119,C00307,29,2027-10-07,1335.06
CT0000074,PR000119,C00307,30,2027-11-07,1335.06
CT0000074,PR000119,C00307,31,2027-12-07,1335.06
CT0000074,PR000119,C00307,32,2028-01-07,1335.06
CT0000074,PR000119,C00307,33,2028-02-07,1335.06
CT0000074,PR000119,C00307,34,2028-03-07,1335.06
CT0000074,PR000119,C00307,35,2028-04-07,1335.06
CT0000074,PR000119,C00307,36,2028-05-07,1335.06
CT0000075,PR000120,C00478,1,2025-09-10,1109.15
CT0000075,PR000120,C00478,2,2025-10-10,1109.15
CT0000075,PR000120,C00478,3,2025-11-10,1109.15
CT0000075,PR000120,C00478,4,2025-12-10,1109.15
CT0000075,PR000120,C00478,5,2026-01-10,1109.15
CT0000075,PR000120,C00478,6,2026-02-10,1109.15
CT0000075,PR000120,C00478,7,2026-03-10,1109.15
CT0000075,PR000120,C00478,8,2026-04-10,1109.15
CT0000075,PR000120,C00478,9,2026-05-10,1109.15
CT0000075,PR000120,C00478,10,2026-06-10,1109.15
CT0000075,PR000120,C00478,11,2026-07-10,1109.15
CT0000075,PR000120,C00478,12,2026-08-10,1109.15
CT0000075,PR000120,C00478,13,2026-09-10,1109.15
CT0000075,PR000120,C00478,14,2026-10-10,1109.15
CT0000075,PR000120,C00478,15,2026-11-10,1109.15
CT0000075,PR000120,C00478,16,2026-12-10,1109.15
CT0000075,PR000120,C00478,17,2027-01-10,1109.15
CT0000075,PR000120,C00478,18,2027-02-10,1109.15
CT0000075,PR000120,C00478,19,2027-03-10,1109.15
CT0000075,PR000120,C00478,20,2027-04-10,1109.15
CT0000075,PR000120,C00478,21,2027-05-10,1109.15
CT0000075,PR000120,C00478,22,2027-06-10,1109.15
CT0000075,PR000120,C00478,23,2027-07-10,1109.15
CT0000075,PR000120,C00478,24,2027-08-10,1109.15
CT0000075,PR000120,C00478,25,2027-09-10,1109.15
CT0000075,PR000120,C00478,26,2027-10-10,1109.15
CT0000075,PR000120,C00478,27,2027-11-10,1109.15
CT0000075,PR000120,C00478,28,2027-12-10,1109.15
CT0000075,PR000120,C00478,29,2028-01-10,1109.15
CT0000075,PR000120,C00478,30,2028-02-10,1109.15
CT0000075,PR000120,C00478,31,2028-03-10,1109.15
CT0000075,PR000120,C00478,32,2028-04-10,1109.15
CT0000075,PR000120,C00478,33,2028-05-10,1109.15
CT0000075,PR000120,C00478,34,2028-06-10,1109.15
CT0000075,PR000120,C00478,35,2028-07-10,1109.15
CT0000075,PR000120,C00478,36,2028-08-10,1109.15
CT0000076,PR000121,C00361,1,2025-01-20,180.89
CT0000076,PR000121,C00361,2,2025-02-20,180.89
CT0000076,PR000121,C00361,3,2025-03-20,180.89
CT0000076,PR000121,C00361,4,2025-04-20,180.89
CT0000076,PR000121,C00361,5,2025-05-20,180.89
CT0000076,PR000121,C00361,6,2025-06-20,180.89
CT0000076,PR000121,C00361,7,2025-07-20,180.89
CT0000076,PR000121,C00361,8,2025-08-20,180.89
CT0000076,PR000121,C00361,9,2025-09-20,180.89
CT0000076,PR000121,C00361,10,2025-10-20,180.89
CT0000076,PR000121,C00361,11,2025-11-20,180.89
CT0000076,PR000121,C00361,12,2025-12-20,180.89
CT0000076,PR000121,C00361,13,2026-01-20,180.89
CT0000076,PR000121,C00361,14,2026-02-20,180.89
CT0000076,PR000121,C00361,15,2026-03-20,180.89
CT0000076,PR000121,C00361,16,2026-04-20,180.89
CT0000076,PR000121,C00361,17,2026-05-20,180.89
CT0000076,PR000121,C00361,18,2026-06-20,180.89
CT0000076,PR000121,C00361,19,2026-07-20,180.89
CT0000076,PR000121,C00361,20,2026-08-20,180.89
CT0000076,PR000121,C00361,21,2026-09-20,180.89
CT0000076,PR000121,C00361,22,2026-10-20,180.89
CT0000076,PR000121,C00361,23,2026-11-20,180.89
CT0000076,PR000121,C00361,24,2026-12-20,180.89
CT0000076,PR000121,C00361,25,2027-01-20,180.89
CT0000076,PR000121,C00361,26,2027-02-20,180.89
CT0000076,PR000121,C00361,27,2027-03-20,180.89
CT0000076,PR000121,C00361,28,2027-04-20,180.89
CT0000076,PR000121,C00361,29,2027-05-20,180.89
CT0000076,PR000121,C00361,30,2027-06-20,180.89
CT0000076,PR000121,C00361,31,2027-07-20,180.89
CT0000076,PR000121,C00361,32,2027-08-20,180.89
CT0000076,PR000121,C00361,33,2027-09-20,180.89
CT0000076,PR000121,C00361,34,2027-10-20,180.89
CT0000076,PR000121,C00361,35,2027-11-20,180.89
CT0000076,PR000121,C00361,36,2027-12-20,180.89
CT0000077,PR000122,C00306,1,2025-10-23,3803.36
CT0000077,PR000122,C00306,2,2025-11-23,3803.36
CT0000077,PR000122,C00306,3,2025-12-23,3803.36
CT0000077,PR000122,C00306,4,2026-01-23,3803.36
CT0000077,PR000122,C00306,5,2026-02-23,3803.36
CT0000077,PR000122,C00306,6,2026-03-23,3803.36
CT0000077,PR000122,C00306,7,2026-04-23,3803.36
CT0000077,PR000122,C00306,8,2026-05-23,3803.36
CT0000077,PR000122,C00306,9,2026-06-23,3803.36
CT0000077,PR000122,C00306,10,2026-07-23,3803.36
CT0000077,PR000122,C00306,11,2026-08-23,3803.36
CT0000077,PR000122,C00306,12,2026-09-23,3803.36
CT0000078,PR000124,C00458,1,2026-01-29,465.69
CT0000078,PR000124,C00458,2,2026-02-28,465.69
CT0000078,PR000124,C00458,3,2026-03-29,465.69
CT0000078,PR000124,C00458,4,2026-04-29,465.69
CT0000078,PR000124,C00458,5,2026-05-29,465.69
CT0000078,PR000124,C00458,6,2026-06-29,465.69
CT0000078,PR000124,C00458,7,2026-07-29,465.69
CT0000078,PR000124,C00458,8,2026-08-29,465.69
CT0000078,PR000124,C00458,9,2026-09-29,465.69
CT0000078,PR000124,C00458,10,2026-10-29,465.69
CT0000078,PR000124,C00458,11,2026-11-29,465.69
CT0000078,PR000124,C00458,12,2026-12-29,465.69
CT0000079,PR000125,C00257,1,2026-03-23,164.32
CT0000079,PR000125,C00257,2,2026-04-23,164.32
CT0000079,PR000125,C00257,3,2026-05-23,164.32
CT0000079,PR000125,C00257,4,2026-06-23,164.32
CT0000079,PR000125,C00257,5,2026-07-23,164.32
CT0000079,PR000125,C00257,6,2026-08-23,164.32
CT0000079,PR000125,C00257,7,2026-09-23,164.32
CT0000079,PR000125,C00257,8,2026-10-23,164.32
CT0000079,PR000125,C00257,9,2026-11-23,164.32
CT0000079,PR000125,C00257,10,2026-12-23,164.32
CT0000079,PR000125,C00257,11,2027-01-23,164.32
CT0000079,PR000125,C00257,12,2027-02-23,164.32
CT0000079,PR000125,C00257,13,2027-03-23,164.32
CT0000079,PR000125,C00257,14,2027-04-23,164.32
CT0000079,PR000125,C00257,15,2027-05-23,164.32
CT0000079,PR000125,C00257,16,2027-06-23,164.32
CT0000079,PR000125,C00257,17,2027-07-23,164.32
CT0000079,PR000125,C00257,18,2027-08-23,164.32
CT0000079,PR000125,C00257,19,2027-09-23,164.32
CT0000079,PR000125,C00257,20,2027-10-23,164.32
CT0000079,PR000125,C00257,21,2027-11-23,164.32
CT0000079,PR000125,C00257,22,2027-12-23,164.32
CT0000079,PR000125,C00257,23,2028-01-23,164.32
CT0000079,PR000125,C00257,24,2028-02-23,164.32
CT0000079,PR000125,C00257,25,2028-03-23,164.32
CT0000079,PR000125,C00257,26,2028-04-23,164.32
